doy	hr	lai_up	lai_down
113	3.5	1	0.7
113	4.5	1	0.7
113	5.5	1	0.7
113	6.5	1	0.7
113	7.5	1	0.7
113	8.5	1	0.7
113	9.5	1	0.7
113	10.5	1	0.71
113	11.5	1	0.71
113	12.5	1	0.71
113	13.5	1	0.71
113	14.5	1	0.71
113	15.5	1	0.71
113	16.5	1	0.71
113	17.5	1	0.72
113	18.5	1	0.72
113	19.5	1	0.72
113	20.5	1	0.72
113	21.5	1	0.72
113	22.5	1	0.72
113	23.5	1	0.72
114	0.5	1	0.72
114	1.5	1	0.73
114	2.5	1	0.73
114	3.5	1	0.73
114	4.5	1	0.73
114	5.5	1	0.73
114	6.5	1	0.73
114	7.5	1	0.73
114	8.5	1	0.74
114	9.5	1	0.74
114	10.5	1	0.74
114	11.5	1	0.74
114	12.5	1	0.74
114	13.5	1	0.74
114	14.5	1	0.74
114	15.5	1	0.74
114	16.5	1	0.75
114	17.5	1	0.75
114	18.5	1	0.75
114	19.5	1	0.75
114	20.5	1	0.75
114	21.5	1	0.75
114	22.5	1	0.75
114	23.5	1	0.76
115	0.5	1	0.76
115	1.5	1	0.76
115	2.5	1	0.76
115	3.5	1	0.76
115	4.5	1	0.76
115	5.5	1	0.76
115	6.5	1	0.77
115	7.5	1	0.77
115	8.5	1	0.77
115	9.5	1	0.77
115	10.5	1	0.77
115	11.5	1	0.77
115	12.5	1	0.77
115	13.5	1	0.77
115	14.5	1	0.78
115	15.5	1	0.78
115	16.5	1	0.78
115	17.5	1	0.78
115	18.5	1	0.78
115	19.5	1	0.78
115	20.5	1	0.78
115	21.5	1	0.79
115	22.5	1	0.79
115	23.5	1	0.79
116	0.5	1	0.79
116	1.5	1	0.79
116	2.5	1	0.79
116	3.5	1	0.79
116	4.5	1	0.79
116	5.5	1	0.8
116	6.5	1	0.8
116	7.5	1	0.8
116	8.5	1	0.8
116	9.5	1	0.8
116	10.5	1	0.8
116	11.5	1	0.8
116	12.5	1	0.81
116	13.5	1	0.81
116	14.5	1	0.81
116	15.5	1	0.81
116	16.5	1	0.81
116	17.5	1	0.81
116	18.5	1	0.81
116	19.5	1	0.81
116	20.5	1	0.82
116	21.5	1	0.82
116	22.5	1	0.82
116	23.5	1	0.82
117	0.5	1	0.82
117	1.5	1	0.82
117	2.5	1	0.82
117	3.5	1	0.83
117	4.5	1	0.83
117	5.5	1	0.83
117	6.5	1	0.83
117	7.5	1	0.83
117	8.5	1	0.83
117	9.5	1	0.83
117	10.5	1	0.83
117	11.5	1	0.84
117	12.5	1	0.84
117	13.5	1	0.84
117	14.5	1	0.84
117	15.5	1	0.84
117	16.5	1	0.84
117	17.5	1	0.84
117	18.5	1	0.85
117	19.5	1	0.85
117	20.5	1	0.85
117	21.5	1	0.85
117	22.5	1	0.85
117	23.5	1	0.85
118	0.5	1	0.85
118	1.5	1	0.85
118	2.5	1	0.86
118	3.5	1	0.86
118	4.5	1	0.86
118	5.5	1	0.86
118	6.5	1	0.86
118	7.5	1	0.86
118	8.5	1	0.86
118	9.5	1	0.87
118	10.5	1	0.87
118	11.5	1	0.87
118	12.5	1	0.87
118	13.5	1	0.87
118	14.5	1	0.87
118	15.5	1	0.87
118	16.5	1	0.88
118	17.5	1	0.88
118	18.5	1	0.88
118	19.5	1	0.88
118	20.5	1	0.88
118	21.5	1	0.88
118	22.5	1	0.88
118	23.5	1	0.88
119	0.5	1	0.89
119	1.5	1	0.89
119	2.5	1	0.89
119	3.5	1	0.89
119	4.5	1	0.89
119	5.5	1	0.89
119	6.5	1	0.89
119	7.5	1	0.9
119	8.5	1	0.9
119	9.5	1	0.9
119	10.5	1	0.9
119	11.5	1	0.9
119	12.5	1	0.9
119	13.5	1	0.9
119	14.5	1	0.9
119	15.5	1	0.91
119	16.5	1	0.91
119	17.5	1	0.91
119	18.5	1	0.91
119	19.5	1	0.91
119	20.5	1	0.91
119	21.5	1	0.91
119	22.5	1	0.92
119	23.5	1	0.92
120	0.5	1	0.92
120	1.5	1	0.92
120	2.5	1	0.92
120	3.5	1	0.92
120	4.5	1	0.92
120	5.5	1	0.92
120	6.5	1	0.93
120	7.5	1	0.93
120	8.5	1	0.93
120	9.5	1	0.93
120	10.5	1	0.93
120	11.5	1	0.93
120	12.5	1	0.93
120	13.5	1	0.94
120	14.5	1	0.94
120	15.5	1	0.94
120	16.5	1	0.94
120	17.5	1	0.94
120	18.5	1	0.94
120	19.5	1	0.94
120	20.5	1	0.94
120	21.5	1	0.95
120	22.5	1	0.95
120	23.5	1	0.95
121	0.5	1	0.95
121	1.5	1	0.95
121	2.5	1	0.95
121	3.5	1	0.95
121	4.5	1	0.96
121	5.5	1	0.96
121	6.5	1	0.96
121	7.5	1	0.96
121	8.5	1	0.96
121	9.5	1	0.96
121	10.5	1	0.96
121	11.5	1	0.96
121	12.5	1	0.97
121	13.5	1	0.97
121	14.5	1	0.97
121	15.5	1	0.97
121	16.5	1	0.97
121	17.5	1	0.97
121	18.5	1	0.97
121	19.5	1	0.98
121	20.5	1	0.98
121	21.5	1	0.98
121	22.5	1	0.98
121	23.5	1	0.98
122	0.5	1	0.98
122	1.5	1	0.98
122	2.5	1	0.99
122	3.5	1	0.99
122	4.5	1	0.99
122	5.5	1	0.99
122	6.5	1	0.99
122	7.5	1	0.99
122	8.5	1	0.99
122	9.5	1	0.99
122	10.5	1	1
122	11.5	1	1
122	12.5	1	1
122	13.5	1	1
122	14.5	1	1
122	15.5	1	1
122	16.5	1	1
122	17.5	1	1.01
122	18.5	1	1.01
122	19.5	1	1.01
122	20.5	1	1.01
122	21.5	1	1.01
122	22.5	1	1.01
122	23.5	1	1.01
123	0.5	1	1.01
123	1.5	1	1.02
123	2.5	1	1.02
123	3.5	1	1.02
123	4.5	1	1.02
123	5.5	1	1.02
123	6.5	1	1.02
123	7.5	1	1.02
123	8.5	1	1.03
123	9.5	1	1.03
123	10.5	1	1.03
123	11.5	1	1.03
123	12.5	1	1.03
123	13.5	1	1.03
123	14.5	1	1.03
123	15.5	1	1.03
123	16.5	1	1.04
123	17.5	1	1.04
123	18.5	1	1.04
123	19.5	1	1.04
123	20.5	1	1.04
123	21.5	1	1.04
123	22.5	1	1.04
123	23.5	1	1.05
124	0.5	1	1.05
124	1.5	1	1.05
124	2.5	1	1.05
124	3.5	1	1.05
124	4.5	1	1.05
124	5.5	1	1.05
124	6.5	1	1.05
124	7.5	1	1.06
124	8.5	1	1.06
124	9.5	1	1.06
124	10.5	1	1.06
124	11.5	1	1.06
124	12.5	1	1.06
124	13.5	1	1.06
124	14.5	1	1.07
124	15.5	1	1.07
124	16.5	1	1.07
124	17.5	1	1.07
124	18.5	1	1.07
124	19.5	1	1.07
124	20.5	1	1.07
124	21.5	1	1.07
124	22.5	1	1.08
124	23.5	1	1.08
125	0.5	1	1.08
125	1.5	1	1.08
125	2.5	1	1.08
125	3.5	1	1.08
125	4.5	1	1.08
125	5.5	1	1.09
125	6.5	1	1.09
125	7.5	1	1.09
125	8.5	1	1.09
125	9.5	1	1.09
125	10.5	1	1.09
125	11.5	1	1.09
125	12.5	1	1.09
125	13.5	1	1.1
125	14.5	1	1.1
125	15.5	1	1.1
125	16.5	1	1.1
125	17.5	1	1.1
125	18.5	1	1.1
125	19.5	1	1.1
125	20.5	1	1.11
125	21.5	1	1.11
125	22.5	1	1.11
125	23.5	1	1.11
126	0.5	1	1.11
126	1.5	1	1.11
126	2.5	1	1.11
126	3.5	1	1.12
126	4.5	1	1.12
126	5.5	1	1.12
126	6.5	1	1.12
126	7.5	1	1.12
126	8.5	1	1.12
126	9.5	1	1.12
126	10.5	1	1.12
126	11.5	1	1.13
126	12.5	1	1.13
126	13.5	1	1.13
126	14.5	1	1.13
126	15.5	1	1.13
126	16.5	1	1.13
126	17.5	1	1.13
126	18.5	1	1.14
126	19.5	1	1.14
126	20.5	1	1.14
126	21.5	1	1.14
126	22.5	1	1.14
126	23.5	1	1.14
127	0.5	1	1.14
127	1.5	1	1.14
127	2.5	1	1.15
127	3.5	1	1.15
127	4.5	1	1.15
127	5.5	1	1.15
127	6.5	1	1.15
127	7.5	1	1.15
127	8.5	1	1.15
127	9.5	1	1.16
127	10.5	1	1.16
127	11.5	1	1.16
127	12.5	1	1.16
127	13.5	1	1.16
127	14.5	1	1.16
127	15.5	1	1.16
127	16.5	1	1.16
127	17.5	1	1.17
127	18.5	1	1.17
127	19.5	1	1.17
127	20.5	1	1.17
127	21.5	1	1.17
127	22.5	1	1.17
127	23.5	1	1.17
128	0.5	1	1.18
128	1.5	1	1.18
128	2.5	1	1.18
128	3.5	1	1.18
128	4.5	1	1.18
128	5.5	1	1.18
128	6.5	1	1.18
128	7.5	1	1.18
128	8.5	1	1.19
128	9.5	1	1.19
128	10.5	1	1.19
128	11.5	1	1.19
128	12.5	1	1.19
128	13.5	1	1.19
128	14.5	1	1.19
128	15.5	1	1.2
128	16.5	1	1.2
128	17.5	1	1.2
128	18.5	1	1.2
128	19.5	1	1.2
128	20.5	1	1.2
128	21.5	1	1.2
128	22.5	1	1.2
128	23.5	1	1.21
129	0.5	1	1.21
129	1.5	1	1.21
129	2.5	1	1.21
129	3.5	1	1.21
129	4.5	1	1.21
129	5.5	1	1.21
129	6.5	1	1.22
129	7.5	1	1.22
129	8.5	1	1.22
129	9.5	1	1.22
129	10.5	1	1.22
129	11.5	1	1.22
129	12.5	1	1.22
129	13.5	1	1.23
129	14.5	1	1.23
129	15.5	1	1.23
129	16.5	1	1.23
129	17.5	1	1.23
129	18.5	1	1.23
129	19.5	1	1.23
129	20.5	1	1.23
129	21.5	1	1.24
129	22.5	1	1.24
129	23.5	1	1.24
130	0.5	1	1.24
130	1.5	1	1.24
130	2.5	1	1.24
130	3.5	1	1.24
130	4.5	1	1.25
130	5.5	1	1.25
130	6.5	1	1.25
130	7.5	1	1.25
130	8.5	1	1.25
130	9.5	1	1.25
130	10.5	1	1.25
130	11.5	1	1.25
130	12.5	1	1.26
130	13.5	1	1.26
130	14.5	1	1.26
130	15.5	1	1.26
130	16.5	1	1.26
130	17.5	1	1.26
130	18.5	1	1.26
130	19.5	1	1.27
130	20.5	1	1.27
130	21.5	1	1.27
130	22.5	1	1.27
130	23.5	1	1.27
131	0.5	1	1.27
131	1.5	1	1.27
131	2.5	1	1.27
131	3.5	1	1.28
131	4.5	1	1.28
131	5.5	1	1.28
131	6.5	1	1.28
131	7.5	1	1.28
131	8.5	1	1.28
131	9.5	1	1.28
131	10.5	1	1.29
131	11.5	1	1.29
131	12.5	1	1.29
131	13.5	1	1.29
131	14.5	1	1.29
131	15.5	1	1.29
131	16.5	1	1.29
131	17.5	1	1.29
131	18.5	1	1.3
131	19.5	1	1.3
131	20.5	1	1.3
131	21.5	1	1.3
131	22.5	1	1.3
131	23.5	1	1.3
132	0.5	1	1.3
132	1.5	1	1.31
132	2.5	1	1.31
132	3.5	1	1.31
132	4.5	1	1.31
132	5.5	1	1.31
132	6.5	1	1.31
132	7.5	1	1.31
132	8.5	1	1.31
132	9.5	1	1.32
132	10.5	1	1.32
132	11.5	1	1.32
132	12.5	1	1.32
132	13.5	1	1.32
132	14.5	1	1.32
132	15.5	1	1.32
132	16.5	1	1.33
132	17.5	1	1.33
132	18.5	1	1.33
132	19.5	1	1.33
132	20.5	1	1.33
132	21.5	1	1.33
132	22.5	1	1.33
132	23.5	1	1.34
133	0.5	1	1.34
133	1.5	1	1.34
133	2.5	1	1.34
133	3.5	1	1.34
133	4.5	1	1.34
133	5.5	1	1.34
133	6.5	1	1.34
133	7.5	1	1.35
133	8.5	1	1.35
133	9.5	1	1.35
133	10.5	1	1.35
133	11.5	1	1.35
133	12.5	1	1.35
133	13.5	1	1.35
133	14.5	1	1.36
133	15.5	1	1.36
133	16.5	1	1.36
133	17.5	1	1.36
133	18.5	1	1.36
133	19.5	1	1.36
133	20.5	1	1.36
133	21.5	1	1.36
133	22.5	1	1.37
133	23.5	1	1.37
134	0.5	1	1.37
134	1.5	1	1.37
134	2.5	1	1.37
134	3.5	1	1.37
134	4.5	1	1.37
134	5.5	1	1.38
134	6.5	1	1.38
134	7.5	1	1.38
134	8.5	1	1.38
134	9.5	1	1.38
134	10.5	1	1.38
134	11.5	1	1.38
134	12.5	1	1.38
134	13.5	1	1.39
134	14.5	1	1.39
134	15.5	1	1.39
134	16.5	1	1.39
134	17.5	1	1.39
134	18.5	1	1.39
134	19.5	1	1.39
134	20.5	1	1.4
134	21.5	1	1.4
134	22.5	1	1.4
134	23.5	1	1.4
135	0.5	1	1.4
135	1.5	1	1.4
135	2.5	1	1.4
135	3.5	1	1.4
135	4.5	1	1.41
135	5.5	1	1.41
135	6.5	1	1.41
135	7.5	1	1.41
135	8.5	1	1.41
135	9.5	1	1.41
135	10.5	1	1.41
135	11.5	1	1.42
135	12.5	1	1.42
135	13.5	1	1.42
135	14.5	1	1.42
135	15.5	1	1.42
135	16.5	1	1.42
135	17.5	1	1.42
135	18.5	1	1.42
135	19.5	1	1.43
135	20.5	1	1.43
135	21.5	1	1.43
135	22.5	1	1.43
135	23.5	1	1.43
136	0.5	1	1.43
136	1.5	1	1.43
136	2.5	1	1.44
136	3.5	1	1.44
136	4.5	1	1.44
136	5.5	1	1.44
136	6.5	1	1.44
136	7.5	1	1.44
136	8.5	1	1.44
136	9.5	1	1.45
136	10.5	1	1.45
136	11.5	1	1.45
136	12.5	1	1.45
136	13.5	1	1.45
136	14.5	1	1.45
136	15.5	1	1.45
136	16.5	1	1.45
136	17.5	1	1.46
136	18.5	1	1.46
136	19.5	1	1.46
136	20.5	1	1.46
136	21.5	1	1.46
136	22.5	1	1.46
136	23.5	1	1.46
137	0.5	1	1.47
137	1.5	1	1.47
137	2.5	1	1.47
137	3.5	1	1.47
137	4.5	1	1.47
137	5.5	1	1.47
137	6.5	1	1.47
137	7.5	1	1.47
137	8.5	1	1.48
137	9.5	1	1.48
137	10.5	1	1.48
137	11.5	1	1.48
137	12.5	1	1.48
137	13.5	1	1.48
137	14.5	1	1.48
137	15.5	1	1.49
137	16.5	1	1.49
137	17.5	1	1.49
137	18.5	1	1.49
137	19.5	1	1.49
137	20.5	1	1.49
137	21.5	1	1.49
137	22.5	1	1.49
137	23.5	1	1.5
138	0.5	1	1.5
138	1.5	1	1.5
138	2.5	1	1.5
138	3.5	1	1.5
138	4.5	1	1.5
138	5.5	1	1.5
138	6.5	1	1.51
138	7.5	1	1.51
138	8.5	1	1.51
138	9.5	1	1.51
138	10.5	1	1.51
138	11.5	1	1.51
138	12.5	1	1.51
138	13.5	1	1.51
138	14.5	1	1.52
138	15.5	1	1.52
138	16.5	1	1.52
138	17.5	1	1.52
138	18.5	1	1.52
138	19.5	1	1.52
138	20.5	1	1.52
138	21.5	1	1.53
138	22.5	1	1.53
138	23.5	1	1.53
139	0.5	1	1.53
139	1.5	1	1.53
139	2.5	1	1.53
139	3.5	1	1.53
139	4.5	1	1.53
139	5.5	1	1.54
139	6.5	1	1.54
139	7.5	1	1.54
139	8.5	1	1.54
139	9.5	1	1.54
139	10.5	1	1.54
139	11.5	1	1.54
139	12.5	1	1.55
139	13.5	1	1.55
139	14.5	1	1.55
139	15.5	1	1.55
139	16.5	1	1.55
139	17.5	1	1.55
139	18.5	1	1.55
139	19.5	1	1.55
139	20.5	1	1.56
139	21.5	1	1.56
139	22.5	1	1.56
139	23.5	1	1.56
140	0.5	1	1.56
140	1.5	1	1.56
140	2.5	1	1.56
140	3.5	1	1.57
140	4.5	1	1.57
140	5.5	1	1.57
140	6.5	1	1.57
140	7.5	1	1.57
140	8.5	1	1.57
140	9.5	1	1.57
140	10.5	1	1.58
140	11.5	1	1.58
140	12.5	1	1.58
140	13.5	1	1.58
140	14.5	1	1.58
140	15.5	1	1.58
140	16.5	1	1.58
140	17.5	1	1.58
140	18.5	1	1.59
140	19.5	1	1.59
140	20.5	1	1.59
140	21.5	1	1.59
140	22.5	1	1.59
140	23.5	1	1.59
141	0.5	1	1.59
141	1.5	1	1.6
141	2.5	1	1.6
141	3.5	1	1.6
141	4.5	1	1.6
141	5.5	1	1.6
141	6.5	1	1.6
141	7.5	1	1.6
141	8.5	1	1.6
141	9.5	1	1.61
141	10.5	1	1.61
141	11.5	1	1.61
141	12.5	1	1.61
141	13.5	1	1.61
141	14.5	1	1.61
141	15.5	1	1.61
141	16.5	1	1.62
141	17.5	1	1.62
141	18.5	1	1.62
141	19.5	1	1.62
141	20.5	1	1.62
141	21.5	1	1.62
141	22.5	1	1.62
141	23.5	1	1.62
142	0.5	1	1.63
142	1.5	1	1.63
142	2.5	1	1.63
142	3.5	1	1.63
142	4.5	1	1.63
142	5.5	1	1.63
142	6.5	1	1.63
142	7.5	1	1.64
142	8.5	1	1.64
142	9.5	1	1.64
142	10.5	1	1.64
142	11.5	1	1.64
142	12.5	1	1.64
142	13.5	1	1.64
142	14.5	1	1.64
142	15.5	1	1.65
142	16.5	1	1.65
142	17.5	1	1.65
142	18.5	1	1.65
142	19.5	1	1.65
142	20.5	1	1.65
142	21.5	1	1.65
142	22.5	1	1.66
142	23.5	1	1.66
143	0.5	1	1.66
143	1.5	1	1.66
143	2.5	1	1.66
143	3.5	1	1.66
143	4.5	1	1.66
143	5.5	1	1.66
143	6.5	1	1.67
143	7.5	1	1.67
143	8.5	1	1.67
143	9.5	1	1.67
143	10.5	1	1.67
143	11.5	1	1.67
143	12.5	1	1.67
143	13.5	1	1.68
143	14.5	1	1.68
143	15.5	1	1.68
143	16.5	1	1.68
143	17.5	1	1.68
143	18.5	1	1.68
143	19.5	1	1.68
143	20.5	1	1.69
143	21.5	1	1.69
143	22.5	1	1.69
143	23.5	1	1.69
144	0.5	1	1.69
144	1.5	1	1.69
144	2.5	1	1.69
144	3.5	1	1.69
144	4.5	1	1.7
144	5.5	1	1.7
144	6.5	1	1.7
144	7.5	1	1.7
144	8.5	1	1.7
144	9.5	1	1.7
144	10.5	1	1.7
144	11.5	1	1.71
144	12.5	1	1.71
144	13.5	1	1.71
144	14.5	1	1.71
144	15.5	1	1.71
144	16.5	1	1.71
144	17.5	1	1.71
144	18.5	1	1.71
144	19.5	1	1.72
144	20.5	1	1.72
144	21.5	1	1.72
144	22.5	1	1.72
144	23.5	1	1.72
145	0.5	1	1.72
145	1.5	1	1.72
145	2.5	1	1.73
145	3.5	1	1.73
145	4.5	1	1.73
145	5.5	1	1.73
145	6.5	1	1.73
145	7.5	1	1.73
145	8.5	1	1.73
145	9.5	1	1.73
145	10.5	1	1.74
145	11.5	1	1.74
145	12.5	1	1.74
145	13.5	1	1.74
145	14.5	1	1.74
145	15.5	1	1.74
145	16.5	1	1.74
145	17.5	1	1.75
145	18.5	1	1.75
145	19.5	1	1.75
145	20.5	1	1.75
145	21.5	1	1.75
145	22.5	1	1.75
145	23.5	1	1.75
146	0.5	1	1.75
146	1.5	1	1.76
146	2.5	1	1.76
146	3.5	1	1.76
146	4.5	1	1.76
146	5.5	1	1.76
146	6.5	1	1.76
146	7.5	1	1.76
146	8.5	1	1.77
146	9.5	1	1.77
146	10.5	1	1.77
146	11.5	1	1.77
146	12.5	1	1.77
146	13.5	1	1.77
146	14.5	1	1.77
146	15.5	1	1.77
146	16.5	1	1.78
146	17.5	1	1.78
146	18.5	1	1.78
146	19.5	1	1.78
146	20.5	1	1.78
146	21.5	1	1.78
146	22.5	1	1.78
146	23.5	1	1.79
147	0.5	1	1.79
147	1.5	1	1.79
147	2.5	1	1.79
147	3.5	1	1.79
147	4.5	1	1.79
147	5.5	1	1.79
147	6.5	1	1.8
147	7.5	1	1.8
147	8.5	1	1.8
147	9.5	1	1.8
147	10.5	1	1.8
147	11.5	1	1.8
147	12.5	1	1.8
147	13.5	1	1.8
147	14.5	1	1.81
147	15.5	1	1.81
147	16.5	1	1.81
147	17.5	1	1.81
147	18.5	1	1.81
147	19.5	1	1.81
147	20.5	1	1.81
147	21.5	1	1.82
147	22.5	1	1.82
147	23.5	1	1.82
148	0.5	1	1.82
148	1.5	1	1.82
148	2.5	1	1.82
148	3.5	1	1.82
148	4.5	1	1.82
148	5.5	1	1.83
148	6.5	1	1.83
148	7.5	1	1.83
148	8.5	1	1.83
148	9.5	1	1.83
148	10.5	1	1.83
148	11.5	1	1.83
148	12.5	1	1.84
148	13.5	1	1.84
148	14.5	1	1.84
148	15.5	1	1.84
148	16.5	1	1.84
148	17.5	1	1.84
148	18.5	1	1.84
148	19.5	1	1.84
148	20.5	1	1.85
148	21.5	1	1.85
148	22.5	1	1.85
148	23.5	1	1.85
149	0.5	1	1.85
149	1.5	1	1.85
149	2.5	1	1.85
149	3.5	1	1.86
149	4.5	1	1.86
149	5.5	1	1.86
149	6.5	1	1.86
149	7.5	1	1.86
149	8.5	1	1.86
149	9.5	1	1.86
149	10.5	1	1.86
149	11.5	1	1.87
149	12.5	1	1.87
149	13.5	1	1.87
149	14.5	1	1.87
149	15.5	1	1.87
149	16.5	1	1.87
149	17.5	1	1.87
149	18.5	1	1.88
149	19.5	1	1.88
149	20.5	1	1.88
149	21.5	1	1.88
149	22.5	1	1.88
149	23.5	1	1.88
150	0.5	1	1.88
150	1.5	1	1.88
150	2.5	1	1.89
150	3.5	1	1.89
150	4.5	1	1.89
150	5.5	1	1.89
150	6.5	1	1.89
150	7.5	1	1.89
150	8.5	1	1.89
150	9.5	1	1.9
150	10.5	1	1.9
150	11.5	1	1.9
150	12.5	1	1.9
150	13.5	1	1.9
150	14.5	1	1.9
150	15.5	1	1.9
150	16.5	1	1.91
150	17.5	1	1.91
150	18.5	1	1.91
150	19.5	1	1.91
150	20.5	1	1.91
150	21.5	1	1.91
150	22.5	1	1.91
150	23.5	1	1.91
151	0.5	1	1.92
151	1.5	1	1.92
151	2.5	1	1.92
151	3.5	1	1.92
151	4.5	1	1.92
151	5.5	1	1.92
151	6.5	1	1.92
151	7.5	1	1.93
151	8.5	1	1.93
151	9.5	1	1.93
151	10.5	1	1.93
151	11.5	1	1.93
151	12.5	1	1.93
151	13.5	1	1.93
151	14.5	1	1.93
151	15.5	1	1.93
151	16.5	1	1.93
151	17.5	1	1.93
151	18.5	1	1.92
151	19.5	1	1.92
151	20.5	1	1.92
151	21.5	1	1.92
151	22.5	1	1.92
151	23.5	1	1.92
152	0.5	1	1.92
152	1.5	1	1.92
152	2.5	1	1.92
152	3.5	1	1.91
152	4.5	1	1.91
152	5.5	1	1.91
152	6.5	1	1.91
152	7.5	1	1.91
152	8.5	1	1.91
152	9.5	1	1.91
152	10.5	1	1.91
152	11.5	1	1.91
152	12.5	1	1.9
152	13.5	1	1.9
152	14.5	1	1.9
152	15.5	1	1.9
152	16.5	1	1.9
152	17.5	1	1.9
152	18.5	1	1.9
152	19.5	1	1.9
152	20.5	1	1.9
152	21.5	1	1.89
152	22.5	1	1.89
152	23.5	1	1.89
153	0.5	1	1.89
153	1.5	1	1.89
153	2.5	1	1.89
153	3.5	1	1.89
153	4.5	1	1.89
153	5.5	1	1.89
153	6.5	1	1.89
153	7.5	1	1.88
153	8.5	1	1.88
153	9.5	1	1.88
153	10.5	1	1.88
153	11.5	1	1.88
153	12.5	1	1.88
153	13.5	1	1.88
153	14.5	1	1.88
153	15.5	1	1.88
153	16.5	1	1.87
153	17.5	1	1.87
153	18.5	1	1.87
153	19.5	1	1.87
153	20.5	1	1.87
153	21.5	1	1.87
153	22.5	1	1.87
153	23.5	1	1.87
154	0.5	1	1.87
154	1.5	1	1.86
154	2.5	1	1.86
154	3.5	1	1.86
154	4.5	1	1.86
154	5.5	1	1.86
154	6.5	1	1.86
154	7.5	1	1.86
154	8.5	1	1.86
154	9.5	1	1.86
154	10.5	1	1.85
154	11.5	1	1.85
154	12.5	1	1.85
154	13.5	1	1.85
154	14.5	1	1.85
154	15.5	1	1.85
154	16.5	1	1.85
154	17.5	1	1.85
154	18.5	1	1.85
154	19.5	1	1.85
154	20.5	1	1.84
154	21.5	1	1.84
154	22.5	1	1.84
154	23.5	1	1.84
155	0.5	1	1.84
155	1.5	1	1.84
155	2.5	1	1.84
155	3.5	1	1.84
155	4.5	1	1.84
155	5.5	1	1.83
155	6.5	1	1.83
155	7.5	1	1.83
155	8.5	1	1.83
155	9.5	1	1.83
155	10.5	1	1.83
155	11.5	1	1.83
155	12.5	1	1.83
155	13.5	1	1.83
155	14.5	1	1.82
155	15.5	1	1.82
155	16.5	1	1.82
155	17.5	1	1.82
155	18.5	1	1.82
155	19.5	1	1.82
155	20.5	1	1.82
155	21.5	1	1.82
155	22.5	1	1.82
155	23.5	1	1.81
156	0.5	1	1.81
156	1.5	1	1.81
156	2.5	1	1.81
156	3.5	1	1.81
156	4.5	1	1.81
156	5.5	1	1.81
156	6.5	1	1.81
156	7.5	1	1.81
156	8.5	1	1.8
156	9.5	1	1.8
156	10.5	1	1.8
156	11.5	1	1.8
156	12.5	1	1.8
156	13.5	1	1.8
156	14.5	1	1.8
156	15.5	1	1.8
156	16.5	1	1.8
156	17.5	1	1.8
156	18.5	1	1.79
156	19.5	1	1.79
156	20.5	1	1.79
156	21.5	1	1.79
156	22.5	1	1.79
156	23.5	1	1.79
157	0.5	1	1.79
157	1.5	1	1.79
157	2.5	1	1.79
157	3.5	1	1.78
157	4.5	1	1.78
157	5.5	1	1.78
157	6.5	1	1.78
157	7.5	1	1.78
157	8.5	1	1.78
157	9.5	1	1.78
157	10.5	1	1.78
157	11.5	1	1.78
157	12.5	1	1.77
157	13.5	1	1.77
157	14.5	1	1.77
157	15.5	1	1.77
157	16.5	1	1.77
157	17.5	1	1.77
157	18.5	1	1.77
157	19.5	1	1.77
157	20.5	1	1.77
157	21.5	1	1.76
157	22.5	1	1.76
157	23.5	1	1.76
158	0.5	1	1.76
158	1.5	1	1.76
158	2.5	1	1.76
158	3.5	1	1.76
158	4.5	1	1.76
158	5.5	1	1.76
158	6.5	1	1.76
158	7.5	1	1.75
158	8.5	1	1.75
158	9.5	1	1.75
158	10.5	1	1.75
158	11.5	1	1.75
158	12.5	1	1.75
158	13.5	1	1.75
158	14.5	1	1.75
158	15.5	1	1.75
158	16.5	1	1.74
158	17.5	1	1.74
158	18.5	1	1.74
158	19.5	1	1.74
158	20.5	1	1.74
158	21.5	1	1.74
158	22.5	1	1.74
158	23.5	1	1.74
159	0.5	1	1.74
159	1.5	1	1.73
159	2.5	1	1.73
159	3.5	1	1.73
159	4.5	1	1.73
159	5.5	1	1.73
159	6.5	1	1.73
159	7.5	1	1.73
159	8.5	1	1.73
159	9.5	1	1.73
159	10.5	1	1.72
159	11.5	1	1.72
159	12.5	1	1.72
159	13.5	1	1.72
159	14.5	1	1.72
159	15.5	1	1.72
159	16.5	1	1.72
159	17.5	1	1.72
159	18.5	1	1.72
159	19.5	1	1.72
159	20.5	1	1.71
159	21.5	1	1.71
159	22.5	1	1.71
159	23.5	1	1.71
160	0.5	1	1.71
160	1.5	1	1.71
160	2.5	1	1.71
160	3.5	1	1.71
160	4.5	1	1.71
160	5.5	1	1.7
160	6.5	1	1.7
160	7.5	1	1.7
160	8.5	1	1.7
160	9.5	1	1.7
160	10.5	1	1.7
160	11.5	1	1.7
160	12.5	1	1.7
160	13.5	1	1.7
160	14.5	1	1.69
160	15.5	1	1.69
160	16.5	1	1.69
160	17.5	1	1.69
160	18.5	1	1.69
160	19.5	1	1.69
160	20.5	1	1.69
160	21.5	1	1.69
160	22.5	1	1.69
160	23.5	1	1.68
161	0.5	1	1.68
161	1.5	1	1.68
161	2.5	1	1.68
161	3.5	1	1.68
161	4.5	1	1.68
161	5.5	1	1.68
161	6.5	1	1.68
161	7.5	1	1.68
161	8.5	1	1.68
161	9.5	1	1.67
161	10.5	1	1.67
161	11.5	1	1.67
161	12.5	1	1.67
161	13.5	1	1.67
161	14.5	1	1.67
161	15.5	1	1.67
161	16.5	1	1.67
