doy	hr	d18oPrecip	2H	d18oVapour
28	16.5	-11.82	-10.0	-19.08
28	17.5	-11.82	-10.0	-19.08
28	18.5	-11.81	-10.0	-19.07
28	19.5	-11.81	-10.0	-19.07
28	20.5	-11.80	-10.0	-19.07
28	21.5	-11.80	-10.0	-19.07
28	22.5	-11.79	-10.0	-19.07
28	23.5	-11.79	-10.0	-19.07
29	0.5	-11.79	-10.0	-19.07
29	1.5	-11.78	-10.0	-19.07
29	2.5	-11.78	-10.0	-19.07
29	3.5	-11.77	-10.0	-19.07
29	4.5	-11.77	-10.0	-19.06
29	5.5	-11.76	-10.0	-19.06
29	6.5	-11.76	-10.0	-19.06
29	7.5	-11.75	-10.0	-19.06
29	8.5	-11.75	-10.0	-19.06
29	9.5	-11.75	-10.0	-19.06
29	10.5	-11.74	-10.0	-19.06
29	11.5	-11.74	-10.0	-19.06
29	12.5	-11.73	-10.0	-19.06
29	13.5	-11.73	-10.0	-19.05
29	14.5	-11.72	-10.0	-19.05
29	15.5	-11.72	-10.0	-19.05
29	16.5	-11.71	-10.0	-19.05
29	17.5	-11.71	-10.0	-19.05
29	18.5	-11.70	-10.0	-19.05
29	19.5	-11.70	-10.0	-19.05
29	20.5	-11.70	-10.0	-19.05
29	21.5	-11.69	-10.0	-19.05
29	22.5	-11.69	-10.0	-19.05
29	23.5	-11.68	-10.0	-19.04
30	0.5	-11.68	-10.0	-19.04
30	1.5	-11.67	-10.0	-19.04
30	2.5	-11.67	-10.0	-19.04
30	3.5	-11.66	-10.0	-19.04
30	4.5	-11.66	-10.0	-19.04
30	5.5	-11.66	-10.0	-19.04
30	6.5	-11.65	-10.0	-19.04
30	7.5	-11.65	-10.0	-19.04
30	8.5	-11.64	-10.0	-19.03
30	9.5	-11.64	-10.0	-19.03
30	10.5	-11.63	-10.0	-19.03
30	11.5	-11.63	-10.0	-19.03
30	12.5	-11.62	-10.0	-19.03
30	13.5	-11.62	-10.0	-19.03
30	14.5	-11.62	-10.0	-19.03
30	15.5	-11.61	-10.0	-19.03
30	16.5	-11.61	-10.0	-19.03
30	17.5	-11.60	-10.0	-19.03
30	18.5	-11.60	-10.0	-19.02
30	19.5	-11.59	-10.0	-19.02
30	20.5	-11.59	-10.0	-19.02
30	21.5	-11.58	-10.0	-19.02
30	22.5	-11.58	-10.0	-19.02
30	23.5	-11.57	-10.0	-19.02
31	0.5	-11.57	-10.0	-19.02
31	1.5	-11.57	-10.0	-19.02
31	2.5	-11.56	-10.0	-19.02
31	3.5	-11.56	-10.0	-19.02
31	4.5	-11.55	-10.0	-19.01
31	5.5	-11.55	-10.0	-19.01
31	6.5	-11.54	-10.0	-19.01
31	7.5	-11.54	-10.0	-19.01
31	8.5	-11.53	-10.0	-19.01
31	9.5	-11.53	-10.0	-19.01
31	10.5	-11.53	-10.0	-19.01
31	11.5	-11.52	-10.0	-19.01
31	12.5	-11.52	-10.0	-19.01
31	13.5	-11.51	-10.0	-19.00
31	14.5	-11.51	-10.0	-19.00
31	15.5	-11.50	-10.0	-19.00
31	16.5	-11.50	-10.0	-19.00
31	17.5	-11.49	-10.0	-19.00
31	18.5	-11.49	-10.0	-19.00
31	19.5	-11.48	-10.0	-19.00
31	20.5	-11.48	-10.0	-19.00
31	21.5	-11.48	-10.0	-19.00
31	22.5	-11.47	-10.0	-19.00
31	23.5	-11.47	-10.0	-18.99
32	0.5	-11.46	-10.0	-18.99
32	1.5	-11.46	-10.0	-18.99
32	2.5	-11.45	-10.0	-18.99
32	3.5	-11.45	-10.0	-18.99
32	4.5	-11.44	-10.0	-18.99
32	5.5	-11.44	-10.0	-18.99
32	6.5	-11.44	-10.0	-18.99
32	7.5	-11.43	-10.0	-18.99
32	8.5	-11.43	-10.0	-18.99
32	9.5	-11.42	-10.0	-18.98
32	10.5	-11.42	-10.0	-18.98
32	11.5	-11.41	-10.0	-18.98
32	12.5	-11.41	-10.0	-18.98
32	13.5	-11.40	-10.0	-18.98
32	14.5	-11.40	-10.0	-18.98
32	15.5	-11.39	-10.0	-18.98
32	16.5	-11.39	-10.0	-18.98
32	17.5	-11.39	-10.0	-18.98
32	18.5	-11.38	-10.0	-18.97
32	19.5	-11.38	-10.0	-18.97
32	20.5	-11.37	-10.0	-18.97
32	21.5	-11.37	-10.0	-18.97
32	22.5	-11.36	-10.0	-18.97
32	23.5	-11.36	-10.0	-18.97
33	0.5	-11.35	-10.0	-18.97
33	1.5	-11.35	-10.0	-18.97
33	2.5	-11.35	-10.0	-18.97
33	3.5	-11.34	-10.0	-18.97
33	4.5	-11.34	-10.0	-18.96
33	5.5	-11.33	-10.0	-18.96
33	6.5	-11.33	-10.0	-18.96
33	7.5	-11.32	-10.0	-18.96
33	8.5	-11.32	-10.0	-18.96
33	9.5	-11.31	-10.0	-18.96
33	10.5	-11.31	-10.0	-18.96
33	11.5	-11.31	-10.0	-18.96
33	12.5	-11.30	-10.0	-18.96
33	13.5	-11.30	-10.0	-18.95
33	14.5	-11.29	-10.0	-18.95
33	15.5	-11.29	-10.0	-18.95
33	16.5	-11.28	-10.0	-18.95
33	17.5	-11.28	-10.0	-18.95
33	18.5	-11.27	-10.0	-18.95
33	19.5	-11.27	-10.0	-18.95
33	20.5	-11.26	-10.0	-18.95
33	21.5	-11.26	-10.0	-18.95
33	22.5	-11.26	-10.0	-18.95
33	23.5	-11.25	-10.0	-18.94
34	0.5	-11.25	-10.0	-18.94
34	1.5	-11.24	-10.0	-18.94
34	2.5	-11.24	-10.0	-18.94
34	3.5	-11.23	-10.0	-18.94
34	4.5	-11.23	-10.0	-18.94
34	5.5	-11.22	-10.0	-18.94
34	6.5	-11.22	-10.0	-18.94
34	7.5	-11.22	-10.0	-18.94
34	8.5	-11.21	-10.0	-18.94
34	9.5	-11.21	-10.0	-18.93
34	10.5	-11.20	-10.0	-18.93
34	11.5	-11.20	-10.0	-18.93
34	12.5	-11.19	-10.0	-18.93
34	13.5	-11.19	-10.0	-18.93
34	14.5	-11.18	-10.0	-18.93
34	15.5	-11.18	-10.0	-18.93
34	16.5	-11.17	-10.0	-18.93
34	17.5	-11.17	-10.0	-18.93
34	18.5	-11.17	-10.0	-18.92
34	19.5	-11.16	-10.0	-18.92
34	20.5	-11.16	-10.0	-18.92
34	21.5	-11.15	-10.0	-18.92
34	22.5	-11.15	-10.0	-18.92
34	23.5	-11.14	-10.0	-18.92
35	0.5	-11.14	-10.0	-18.92
35	1.5	-11.13	-10.0	-18.92
35	2.5	-11.13	-10.0	-18.92
35	3.5	-11.13	-10.0	-18.92
35	4.5	-11.12	-10.0	-18.91
35	5.5	-11.12	-10.0	-18.91
35	6.5	-11.11	-10.0	-18.91
35	7.5	-11.11	-10.0	-18.91
35	8.5	-11.10	-10.0	-18.91
35	9.5	-11.10	-10.0	-18.91
35	10.5	-11.09	-10.0	-18.91
35	11.5	-11.09	-10.0	-18.91
35	12.5	-11.08	-10.0	-18.91
35	13.5	-11.08	-10.0	-18.91
35	14.5	-11.08	-10.0	-18.90
35	15.5	-11.07	-10.0	-18.90
35	16.5	-11.07	-10.0	-18.90
35	17.5	-11.06	-10.0	-18.90
35	18.5	-11.06	-10.0	-18.90
35	19.5	-11.05	-10.0	-18.90
35	20.5	-11.05	-10.0	-18.90
35	21.5	-11.04	-10.0	-18.90
35	22.5	-11.04	-10.0	-18.90
35	23.5	-11.04	-10.0	-18.89
36	0.5	-11.03	-10.0	-18.89
36	1.5	-11.03	-10.0	-18.89
36	2.5	-11.02	-10.0	-18.89
36	3.5	-11.02	-10.0	-18.89
36	4.5	-11.01	-10.0	-18.89
36	5.5	-11.01	-10.0	-18.89
36	6.5	-11.00	-10.0	-18.89
36	7.5	-11.00	-10.0	-18.89
36	8.5	-11.00	-10.0	-18.89
36	9.5	-10.99	-10.0	-18.88
36	10.5	-10.99	-10.0	-18.88
36	11.5	-10.98	-10.0	-18.88
36	12.5	-10.98	-10.0	-18.88
36	13.5	-10.97	-10.0	-18.88
36	14.5	-10.97	-10.0	-18.88
36	15.5	-10.96	-10.0	-18.88
36	16.5	-10.96	-10.0	-18.88
36	17.5	-10.95	-10.0	-18.88
36	18.5	-10.95	-10.0	-18.87
36	19.5	-10.95	-10.0	-18.87
36	20.5	-10.94	-10.0	-18.87
36	21.5	-10.94	-10.0	-18.87
36	22.5	-10.93	-10.0	-18.87
36	23.5	-10.93	-10.0	-18.87
37	0.5	-10.92	-10.0	-18.87
37	1.5	-10.92	-10.0	-18.87
37	2.5	-10.91	-10.0	-18.87
37	3.5	-10.91	-10.0	-18.87
37	4.5	-10.91	-10.0	-18.86
37	5.5	-10.90	-10.0	-18.86
37	6.5	-10.90	-10.0	-18.86
37	7.5	-10.89	-10.0	-18.86
37	8.5	-10.89	-10.0	-18.86
37	9.5	-10.88	-10.0	-18.86
37	10.5	-10.88	-10.0	-18.86
37	11.5	-10.87	-10.0	-18.86
37	12.5	-10.87	-10.0	-18.86
37	13.5	-10.86	-10.0	-18.86
37	14.5	-10.86	-10.0	-18.85
37	15.5	-10.86	-10.0	-18.85
37	16.5	-10.85	-10.0	-18.85
37	17.5	-10.85	-10.0	-18.85
37	18.5	-10.84	-10.0	-18.85
37	19.5	-10.84	-10.0	-18.85
37	20.5	-10.83	-10.0	-18.85
37	21.5	-10.83	-10.0	-18.85
37	22.5	-10.82	-10.0	-18.85
37	23.5	-10.82	-10.0	-18.84
38	0.5	-10.82	-10.0	-18.84
38	1.5	-10.81	-10.0	-18.84
38	2.5	-10.81	-10.0	-18.84
38	3.5	-10.80	-10.0	-18.84
38	4.5	-10.80	-10.0	-18.84
38	5.5	-10.79	-10.0	-18.84
38	6.5	-10.79	-10.0	-18.84
38	7.5	-10.78	-10.0	-18.84
38	8.5	-10.78	-10.0	-18.84
38	9.5	-10.77	-10.0	-18.83
38	10.5	-10.77	-10.0	-18.83
38	11.5	-10.77	-10.0	-18.83
38	12.5	-10.76	-10.0	-18.83
38	13.5	-10.76	-10.0	-18.83
38	14.5	-10.75	-10.0	-18.83
38	15.5	-10.75	-10.0	-18.83
38	16.5	-10.74	-10.0	-18.83
38	17.5	-10.74	-10.0	-18.83
38	18.5	-10.73	-10.0	-18.82
38	19.5	-10.73	-10.0	-18.82
38	20.5	-10.73	-10.0	-18.82
38	21.5	-10.72	-10.0	-18.82
38	22.5	-10.72	-10.0	-18.82
38	23.5	-10.71	-10.0	-18.82
39	0.5	-10.71	-10.0	-18.82
39	1.5	-10.70	-10.0	-18.82
39	2.5	-10.70	-10.0	-18.82
39	3.5	-10.69	-10.0	-18.82
39	4.5	-10.69	-10.0	-18.81
39	5.5	-10.69	-10.0	-18.81
39	6.5	-10.68	-10.0	-18.81
39	7.5	-10.68	-10.0	-18.81
39	8.5	-10.67	-10.0	-18.81
39	9.5	-10.67	-10.0	-18.81
39	10.5	-10.66	-10.0	-18.81
39	11.5	-10.66	-10.0	-18.81
39	12.5	-10.65	-10.0	-18.81
39	13.5	-10.65	-10.0	-18.81
39	14.5	-10.64	-10.0	-18.80
39	15.5	-10.64	-10.0	-18.80
39	16.5	-10.64	-10.0	-18.80
39	17.5	-10.63	-10.0	-18.80
39	18.5	-10.63	-10.0	-18.80
39	19.5	-10.62	-10.0	-18.80
39	20.5	-10.62	-10.0	-18.80
39	21.5	-10.61	-10.0	-18.80
39	22.5	-10.61	-10.0	-18.80
39	23.5	-10.60	-10.0	-18.79
40	0.5	-10.60	-10.0	-18.79
40	1.5	-10.60	-10.0	-18.79
40	2.5	-10.59	-10.0	-18.79
40	3.5	-10.59	-10.0	-18.79
40	4.5	-10.58	-10.0	-18.79
40	5.5	-10.58	-10.0	-18.79
40	6.5	-10.57	-10.0	-18.79
40	7.5	-10.57	-10.0	-18.79
40	8.5	-10.56	-10.0	-18.79
40	9.5	-10.56	-10.0	-18.78
40	10.5	-10.55	-10.0	-18.78
40	11.5	-10.55	-10.0	-18.78
40	12.5	-10.55	-10.0	-18.78
40	13.5	-10.54	-10.0	-18.78
40	14.5	-10.54	-10.0	-18.78
40	15.5	-10.53	-10.0	-18.78
40	16.5	-10.53	-10.0	-18.78
40	17.5	-10.52	-10.0	-18.78
40	18.5	-10.52	-10.0	-18.78
40	19.5	-10.51	-10.0	-18.77
40	20.5	-10.51	-10.0	-18.77
40	21.5	-10.51	-10.0	-18.77
40	22.5	-10.50	-10.0	-18.77
40	23.5	-10.50	-10.0	-18.77
41	0.5	-10.49	-10.0	-18.77
41	1.5	-10.49	-10.0	-18.77
41	2.5	-10.48	-10.0	-18.77
41	3.5	-10.48	-10.0	-18.77
41	4.5	-10.47	-10.0	-18.76
41	5.5	-10.47	-10.0	-18.76
41	6.5	-10.46	-10.0	-18.76
41	7.5	-10.46	-10.0	-18.76
41	8.5	-10.46	-10.0	-18.76
41	9.5	-10.45	-10.0	-18.76
41	10.5	-10.45	-10.0	-18.76
41	11.5	-10.44	-10.0	-18.76
41	12.5	-10.44	-10.0	-18.76
41	13.5	-10.43	-10.0	-18.76
41	14.5	-10.43	-10.0	-18.75
41	15.5	-10.42	-10.0	-18.75
41	16.5	-10.42	-10.0	-18.75
41	17.5	-10.42	-10.0	-18.75
41	18.5	-10.41	-10.0	-18.75
41	19.5	-10.41	-10.0	-18.75
41	20.5	-10.40	-10.0	-18.75
41	21.5	-10.40	-10.0	-18.75
41	22.5	-10.39	-10.0	-18.75
41	23.5	-10.39	-10.0	-18.74
42	0.5	-10.38	-10.0	-18.74
42	1.5	-10.38	-10.0	-18.74
42	2.5	-10.38	-10.0	-18.74
42	3.5	-10.37	-10.0	-18.74
42	4.5	-10.37	-10.0	-18.74
42	5.5	-10.36	-10.0	-18.74
42	6.5	-10.36	-10.0	-18.74
42	7.5	-10.35	-10.0	-18.74
42	8.5	-10.35	-10.0	-18.74
42	9.5	-10.34	-10.0	-18.73
42	10.5	-10.34	-10.0	-18.73
42	11.5	-10.33	-10.0	-18.73
42	12.5	-10.33	-10.0	-18.73
42	13.5	-10.33	-10.0	-18.73
42	14.5	-10.32	-10.0	-18.73
42	15.5	-10.32	-10.0	-18.73
42	16.5	-10.31	-10.0	-18.73
42	17.5	-10.31	-10.0	-18.73
42	18.5	-10.30	-10.0	-18.73
42	19.5	-10.30	-10.0	-18.72
42	20.5	-10.29	-10.0	-18.72
42	21.5	-10.29	-10.0	-18.72
42	22.5	-10.29	-10.0	-18.72
42	23.5	-10.28	-10.0	-18.72
43	0.5	-10.28	-10.0	-18.72
43	1.5	-10.27	-10.0	-18.72
43	2.5	-10.27	-10.0	-18.72
43	3.5	-10.26	-10.0	-18.72
43	4.5	-10.26	-10.0	-18.71
43	5.5	-10.25	-10.0	-18.71
43	6.5	-10.25	-10.0	-18.71
43	7.5	-10.24	-10.0	-18.71
43	8.5	-10.24	-10.0	-18.71
43	9.5	-10.24	-10.0	-18.71
43	10.5	-10.23	-10.0	-18.71
43	11.5	-10.23	-10.0	-18.71
43	12.5	-10.22	-10.0	-18.71
43	13.5	-10.22	-10.0	-18.71
43	14.5	-10.21	-10.0	-18.70
43	15.5	-10.21	-10.0	-18.70
43	16.5	-10.20	-10.0	-18.70
43	17.5	-10.20	-10.0	-18.70
43	18.5	-10.20	-10.0	-18.70
43	19.5	-10.19	-10.0	-18.70
43	20.5	-10.19	-10.0	-18.70
43	21.5	-10.18	-10.0	-18.70
43	22.5	-10.18	-10.0	-18.70
43	23.5	-10.17	-10.0	-18.70
44	0.5	-10.17	-10.0	-18.69
44	1.5	-10.16	-10.0	-18.69
44	2.5	-10.16	-10.0	-18.69
44	3.5	-10.16	-10.0	-18.69
44	4.5	-10.15	-10.0	-18.69
44	5.5	-10.15	-10.0	-18.69
44	6.5	-10.14	-10.0	-18.69
44	7.5	-10.14	-10.0	-18.69
44	8.5	-10.13	-10.0	-18.69
44	9.5	-10.13	-10.0	-18.68
44	10.5	-10.12	-10.0	-18.68
44	11.5	-10.12	-10.0	-18.68
44	12.5	-10.11	-10.0	-18.68
44	13.5	-10.11	-10.0	-18.68
44	14.5	-10.11	-10.0	-18.68
44	15.5	-10.10	-10.0	-18.68
44	16.5	-10.10	-10.0	-18.68
44	17.5	-10.09	-10.0	-18.68
44	18.5	-10.09	-10.0	-18.68
44	19.5	-10.08	-10.0	-18.67
44	20.5	-10.08	-10.0	-18.67
44	21.5	-10.07	-10.0	-18.67
44	22.5	-10.07	-10.0	-18.67
44	23.5	-10.07	-10.0	-18.67
45	0.5	-10.06	-10.0	-18.67
45	1.5	-10.06	-10.0	-18.67
45	2.5	-10.05	-10.0	-18.67
45	3.5	-10.05	-10.0	-18.67
45	4.5	-10.04	-10.0	-18.66
45	5.5	-10.04	-10.0	-18.66
45	6.5	-10.03	-10.0	-18.66
45	7.5	-10.03	-10.0	-18.66
45	8.5	-10.02	-10.0	-18.66
45	9.5	-10.02	-10.0	-18.66
45	10.5	-10.02	-10.0	-18.66
45	11.5	-10.01	-10.0	-18.66
45	12.5	-10.01	-10.0	-18.66
45	13.5	-10.00	-10.0	-18.66
45	14.5	-10.00	-10.0	-18.65
45	15.5	-9.99	-10.0	-18.65
45	16.5	-9.99	-10.0	-18.65
45	17.5	-9.98	-10.0	-18.65
45	18.5	-9.98	-10.0	-18.65
45	19.5	-9.98	-10.0	-18.65
45	20.5	-9.97	-10.0	-18.65
45	21.5	-9.97	-10.0	-18.65
45	22.5	-9.96	-10.0	-18.65
45	23.5	-9.96	-10.0	-18.65
46	0.5	-9.95	-10.0	-18.64
46	1.5	-9.95	-10.0	-18.64
46	2.5	-9.94	-10.0	-18.64
46	3.5	-9.94	-10.0	-18.64
46	4.5	-9.93	-10.0	-18.64
46	5.5	-9.93	-10.0	-18.64
46	6.5	-9.93	-10.0	-18.64
46	7.5	-9.92	-10.0	-18.64
46	8.5	-9.92	-10.0	-18.64
46	9.5	-9.91	-10.0	-18.63
46	10.5	-9.91	-10.0	-18.63
46	11.5	-9.90	-10.0	-18.63
46	12.5	-9.90	-10.0	-18.63
46	13.5	-9.89	-10.0	-18.63
46	14.5	-9.89	-10.0	-18.63
46	15.5	-9.89	-10.0	-18.63
46	16.5	-9.88	-10.0	-18.63
46	17.5	-9.88	-10.0	-18.63
46	18.5	-9.87	-10.0	-18.63
46	19.5	-9.87	-10.0	-18.62
46	20.5	-9.86	-10.0	-18.62
46	21.5	-9.86	-10.0	-18.62
46	22.5	-9.85	-10.0	-18.62
46	23.5	-9.85	-10.0	-18.62
47	0.5	-9.85	-10.0	-18.62
47	1.5	-9.84	-10.0	-18.62
47	2.5	-9.84	-10.0	-18.62
47	3.5	-9.83	-10.0	-18.62
47	4.5	-9.83	-10.0	-18.61
47	5.5	-9.82	-10.0	-18.61
47	6.5	-9.82	-10.0	-18.61
47	7.5	-9.81	-10.0	-18.61
47	8.5	-9.81	-10.0	-18.61
47	9.5	-9.80	-10.0	-18.61
47	10.5	-9.80	-10.0	-18.61
47	11.5	-9.80	-10.0	-18.61
47	12.5	-9.79	-10.0	-18.61
47	13.5	-9.79	-10.0	-18.61
47	14.5	-9.78	-10.0	-18.60
47	15.5	-9.78	-10.0	-18.60
47	16.5	-9.77	-10.0	-18.60
47	17.5	-9.77	-10.0	-18.60
47	18.5	-9.76	-10.0	-18.60
47	19.5	-9.76	-10.0	-18.60
47	20.5	-9.76	-10.0	-18.60
47	21.5	-9.75	-10.0	-18.60
47	22.5	-9.75	-10.0	-18.60
47	23.5	-9.74	-10.0	-18.60
48	0.5	-9.74	-10.0	-18.59
48	1.5	-9.73	-10.0	-18.59
48	2.5	-9.73	-10.0	-18.59
48	3.5	-9.72	-10.0	-18.59
48	4.5	-9.72	-10.0	-18.59
48	5.5	-9.71	-10.0	-18.59
48	6.5	-9.71	-10.0	-18.59
48	7.5	-9.71	-10.0	-18.59
48	8.5	-9.70	-10.0	-18.59
48	9.5	-9.70	-10.0	-18.58
48	10.5	-9.69	-10.0	-18.58
48	11.5	-9.69	-10.0	-18.58
48	12.5	-9.68	-10.0	-18.58
48	13.5	-9.68	-10.0	-18.58
48	14.5	-9.67	-10.0	-18.58
48	15.5	-9.67	-10.0	-18.58
48	16.5	-9.67	-10.0	-18.58
48	17.5	-9.66	-10.0	-18.58
48	18.5	-9.66	-10.0	-18.58
48	19.5	-9.65	-10.0	-18.57
48	20.5	-9.65	-10.0	-18.57
48	21.5	-9.64	-10.0	-18.57
48	22.5	-9.64	-10.0	-18.57
48	23.5	-9.63	-10.0	-18.57
49	0.5	-9.63	-10.0	-18.57
49	1.5	-9.62	-10.0	-18.57
49	2.5	-9.62	-10.0	-18.57
49	3.5	-9.62	-10.0	-18.57
49	4.5	-9.61	-10.0	-18.57
49	5.5	-9.61	-10.0	-18.56
49	6.5	-9.60	-10.0	-18.56
49	7.5	-9.60	-10.0	-18.56
49	8.5	-9.59	-10.0	-18.56
49	9.5	-9.59	-10.0	-18.56
49	10.5	-9.58	-10.0	-18.56
49	11.5	-9.58	-10.0	-18.56
49	12.5	-9.58	-10.0	-18.56
49	13.5	-9.57	-10.0	-18.56
49	14.5	-9.57	-10.0	-18.55
49	15.5	-9.56	-10.0	-18.55
49	16.5	-9.56	-10.0	-18.55
49	17.5	-9.55	-10.0	-18.55
49	18.5	-9.55	-10.0	-18.55
49	19.5	-9.54	-10.0	-18.55
49	20.5	-9.54	-10.0	-18.55
49	21.5	-9.54	-10.0	-18.55
49	22.5	-9.53	-10.0	-18.55
49	23.5	-9.53	-10.0	-18.55
50	0.5	-9.52	-10.0	-18.54
50	1.5	-9.52	-10.0	-18.54
50	2.5	-9.51	-10.0	-18.54
50	3.5	-9.51	-10.0	-18.54
50	4.5	-9.50	-10.0	-18.54
50	5.5	-9.50	-10.0	-18.54
50	6.5	-9.49	-10.0	-18.54
50	7.5	-9.49	-10.0	-18.54
50	8.5	-9.49	-10.0	-18.54
50	9.5	-9.48	-10.0	-18.53
50	10.5	-9.48	-10.0	-18.53
50	11.5	-9.47	-10.0	-18.53
50	12.5	-9.47	-10.0	-18.53
50	13.5	-9.46	-10.0	-18.53
50	14.5	-9.46	-10.0	-18.53
50	15.5	-9.45	-10.0	-18.53
50	16.5	-9.45	-10.0	-18.53
50	17.5	-9.45	-10.0	-18.53
50	18.5	-9.44	-10.0	-18.53
50	19.5	-9.44	-10.0	-18.52
50	20.5	-9.43	-10.0	-18.52
50	21.5	-9.43	-10.0	-18.52
50	22.5	-9.42	-10.0	-18.52
50	23.5	-9.42	-10.0	-18.52
51	0.5	-9.41	-10.0	-18.52
51	1.5	-9.41	-10.0	-18.52
51	2.5	-9.40	-10.0	-18.52
51	3.5	-9.40	-10.0	-18.52
51	4.5	-9.40	-10.0	-18.52
51	5.5	-9.39	-10.0	-18.51
51	6.5	-9.39	-10.0	-18.51
51	7.5	-9.38	-10.0	-18.51
51	8.5	-9.38	-10.0	-18.51
51	9.5	-9.37	-10.0	-18.51
51	10.5	-9.37	-10.0	-18.51
51	11.5	-9.36	-10.0	-18.51
51	12.5	-9.36	-10.0	-18.51
51	13.5	-9.36	-10.0	-18.51
51	14.5	-9.35	-10.0	-18.50
51	15.5	-9.35	-10.0	-18.50
51	16.5	-9.34	-10.0	-18.50
51	17.5	-9.34	-10.0	-18.50
51	18.5	-9.33	-10.0	-18.50
51	19.5	-9.33	-10.0	-18.50
51	20.5	-9.32	-10.0	-18.50
51	21.5	-9.32	-10.0	-18.50
51	22.5	-9.31	-10.0	-18.50
51	23.5	-9.31	-10.0	-18.50
52	0.5	-9.31	-10.0	-18.49
52	1.5	-9.30	-10.0	-18.49
52	2.5	-9.30	-10.0	-18.49
52	3.5	-9.29	-10.0	-18.49
52	4.5	-9.29	-10.0	-18.49
52	5.5	-9.28	-10.0	-18.49
52	6.5	-9.28	-10.0	-18.49
52	7.5	-9.27	-10.0	-18.49
52	8.5	-9.27	-10.0	-18.49
52	9.5	-9.27	-10.0	-18.49
52	10.5	-9.26	-10.0	-18.48
52	11.5	-9.26	-10.0	-18.48
52	12.5	-9.25	-10.0	-18.48
52	13.5	-9.25	-10.0	-18.48
52	14.5	-9.24	-10.0	-18.48
52	15.5	-9.24	-10.0	-18.48
52	16.5	-9.23	-10.0	-18.48
52	17.5	-9.23	-10.0	-18.48
52	18.5	-9.23	-10.0	-18.48
52	19.5	-9.22	-10.0	-18.47
52	20.5	-9.22	-10.0	-18.47
52	21.5	-9.21	-10.0	-18.47
52	22.5	-9.21	-10.0	-18.47
52	23.5	-9.20	-10.0	-18.47
53	0.5	-9.20	-10.0	-18.47
53	1.5	-9.19	-10.0	-18.47
53	2.5	-9.19	-10.0	-18.47
53	3.5	-9.18	-10.0	-18.47
53	4.5	-9.18	-10.0	-18.47
53	5.5	-9.18	-10.0	-18.46
53	6.5	-9.17	-10.0	-18.46
53	7.5	-9.17	-10.0	-18.46
53	8.5	-9.16	-10.0	-18.46
53	9.5	-9.16	-10.0	-18.46
53	10.5	-9.15	-10.0	-18.46
53	11.5	-9.15	-10.0	-18.46
53	12.5	-9.14	-10.0	-18.46
53	13.5	-9.14	-10.0	-18.46
53	14.5	-9.14	-10.0	-18.45
53	15.5	-9.13	-10.0	-18.45
53	16.5	-9.13	-10.0	-18.45
53	17.5	-9.12	-10.0	-18.45
53	18.5	-9.12	-10.0	-18.45
53	19.5	-9.11	-10.0	-18.45
53	20.5	-9.11	-10.0	-18.45
53	21.5	-9.10	-10.0	-18.45
53	22.5	-9.10	-10.0	-18.45
53	23.5	-9.09	-10.0	-18.45
54	0.5	-9.09	-10.0	-18.44
54	1.5	-9.09	-10.0	-18.44
54	2.5	-9.08	-10.0	-18.44
54	3.5	-9.08	-10.0	-18.44
54	4.5	-9.07	-10.0	-18.44
54	5.5	-9.07	-10.0	-18.44
54	6.5	-9.06	-10.0	-18.44
54	7.5	-9.06	-10.0	-18.44
54	8.5	-9.05	-10.0	-18.44
54	9.5	-9.05	-10.0	-18.44
54	10.5	-9.05	-10.0	-18.43
54	11.5	-9.04	-10.0	-18.43
54	12.5	-9.04	-10.0	-18.43
54	13.5	-9.03	-10.0	-18.43
54	14.5	-9.03	-10.0	-18.43
54	15.5	-9.02	-10.0	-18.43
54	16.5	-9.02	-10.0	-18.43
54	17.5	-9.01	-10.0	-18.43
54	18.5	-9.01	-10.0	-18.43
54	19.5	-9.00	-10.0	-18.42
54	20.5	-9.00	-10.0	-18.42
54	21.5	-9.00	-10.0	-18.42
54	22.5	-8.99	-10.0	-18.42
54	23.5	-8.99	-10.0	-18.42
55	0.5	-8.98	-10.0	-18.42
55	1.5	-8.98	-10.0	-18.42
55	2.5	-8.97	-10.0	-18.42
55	3.5	-8.97	-10.0	-18.42
55	4.5	-8.96	-10.0	-18.42
55	5.5	-8.96	-10.0	-18.41
55	6.5	-8.96	-10.0	-18.41
55	7.5	-8.95	-10.0	-18.41
55	8.5	-8.95	-10.0	-18.41
55	9.5	-8.94	-10.0	-18.41
55	10.5	-8.94	-10.0	-18.41
55	11.5	-8.93	-10.0	-18.41
55	12.5	-8.93	-10.0	-18.41
55	13.5	-8.92	-10.0	-18.41
55	14.5	-8.92	-10.0	-18.40
55	15.5	-8.92	-10.0	-18.40
55	16.5	-8.91	-10.0	-18.40
55	17.5	-8.91	-10.0	-18.40
55	18.5	-8.90	-10.0	-18.40
55	19.5	-8.90	-10.0	-18.40
55	20.5	-8.89	-10.0	-18.40
55	21.5	-8.89	-10.0	-18.40
55	22.5	-8.88	-10.0	-18.40
55	23.5	-8.88	-10.0	-18.40
56	0.5	-8.87	-10.0	-18.39
56	1.5	-8.87	-10.0	-18.39
56	2.5	-8.87	-10.0	-18.39
56	3.5	-8.86	-10.0	-18.39
56	4.5	-8.86	-10.0	-18.39
56	5.5	-8.85	-10.0	-18.39
56	6.5	-8.85	-10.0	-18.39
56	7.5	-8.84	-10.0	-18.39
56	8.5	-8.84	-10.0	-18.39
